id,age,avg_salary,government_employee,highest_education,employment_type,len_employment,study_status,size_of_company,investments,investments_value,property_owned_value,reported_monthly_income,total_existing_debt,housing_status,credit_history,loan_amount,loan_term,monthly_payment,stability_income,total_stable_income_monthly,core_net_worth,ratio_income_debt,ratio_debt_net_worth,ratio_payment_to_income,age_young,age_prime,age_senior,age_old,ratio_income_to_avg_salary,mortgage_end_age,years_of_mortgage_after_retirement,defaulted,loan_approved
120,43,29750.0,yes,bachelor,permanent,21,no,6020,no,0.0,0,16300,0.0,rent,fair,591252,7,7053.0,0.89041,15943.0,48900.0,0.0,0.0,0.64,0,0,1,0,0.35,50,-15,0.5858,0.002
121,51,29750.0,no,bachelor,permanent,30,no,2849,no,0.0,0,25200,0.0,rent,fair,2939122,29,8518.0,0.64384,23405.0,75600.0,0.0,0.0,0.47,0,0,1,0,0.59,80,15,0.4729,0.0909
122,23,29750.0,no,high_school,permanent,1,yes,12669,no,0.0,0,7438,0.0,rent,bad,528826,17,2605.0,0.63014,6887.0,22312.0,0.0,0.0,0.5,1,0,0,0,0.07,40,-25,0.9534,0.0
123,51,29750.0,no,high_school,permanent,16,no,26762,yes,0.0,3948481,30600,3534554.0,mortgage,excellent,225109,2,9385.0,0.72603,28923.0,505727.0,0.98,0.99,0.39,0,0,1,0,0.72,53,-12,0.2811,0.94105
124,48,29750.0,no,bachelor,permanent,14,no,28811,no,0.0,0,62000,0.0,rent,excellent,6157811,14,36805.0,0.75342,58942.0,186000.0,0.0,0.0,0.87,0,0,1,0,0.81,62,-3,0.2277,4e-05
125,32,29750.0,no,high_school,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,30,280.0,0.41096,0.0,0.0,0.0,0.0,0.98,0,1,0,0,0.0,62,-3,2.0,0.0
126,20,29750.0,yes,basic,permanent,4,no,15553,no,0.0,0,14900,0.0,rent,bad,1246640,22,4753.0,0.63014,13798.0,44700.0,0.0,0.0,0.43,1,0,0,0,0.18,42,-23,0.8752,0.0003
127,40,29750.0,no,high_school,permanent,6,no,39852,yes,0.0,3658000,20900,989659.0,own,excellent,1029624,15,5745.0,0.69863,19640.0,2731041.0,0.87,0.84,0.32,0,0,1,0,0.48,55,-10,0.2221,0.94934
128,38,29750.0,no,basic,permanent,15,no,35822,yes,6239150.0,0,26300,0.0,rent,excellent,3221224,19,14207.0,0.64384,24427.0,6318050.0,0.0,0.0,0.83,0,1,0,0,0.62,57,-8,0.2383,4e-05
129,34,29750.0,no,high_school,permanent,15,no,30029,no,0.0,0,14900,0.0,rent,bad,618536,13,3980.0,0.78082,14247.0,44700.0,0.0,0.0,0.29,0,1,0,0,0.25,47,-18,0.7705,0.0003
130,53,29750.0,no,bachelor,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,2,4169.0,0.38356,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0.0,55,-10,2.0,0.0
131,48,29750.0,no,high_school,permanent,15,no,24700,no,0.0,0,19200,0.0,rent,bad,139150,2,5801.0,0.72603,18148.0,57600.0,0.0,0.0,0.37,0,0,1,0,0.43,50,-15,0.7544,0.0003
132,44,29750.0,no,high_school,freelancer,17,no,1,no,0.0,0,33600,0.0,rent,bad,2402918,16,12574.0,0.56164,30654.0,100800.0,0.0,0.0,0.57,0,0,1,0,0.74,60,-5,0.7624,3e-05
133,23,29750.0,no,high_school,freelancer,0,no,1,no,0.0,0,18200,0.0,rent,bad,971198,6,13513.0,0.43836,16156.0,54600.0,0.0,0.0,0.96,1,0,0,0,0.36,29,-36,1.1178,0.0
134,23,29750.0,no,basic,permanent,5,no,10032,no,0.0,0,14900,0.0,rent,bad,299467,5,4999.0,0.52055,13471.0,44700.0,0.0,0.0,0.48,1,0,0,0,0.12,28,-37,0.9246,0.0003
135,21,29750.0,no,high_school,freelancer,2,no,1,no,0.0,0,30000,0.0,rent,bad,1992361,12,13885.0,0.46575,26794.0,90000.0,0.0,0.0,0.76,1,0,0,0,0.68,33,-32,0.8924,0.0
136,40,29750.0,no,basic,freelancer,8,no,1,no,0.0,0,14900,0.0,rent,bad,937660,12,6535.0,0.39726,13104.0,44700.0,0.0,0.0,0.73,0,0,1,0,0.09,52,-13,1.0787,0.0
137,47,29750.0,yes,master,permanent,21,no,5515,yes,0.0,26453000,150300,1249782.0,own,excellent,19786252,25,66439.0,0.91781,147829.0,25654118.0,0.76,0.77,0.65,0,0,1,0,0.89,72,7,0.221,0.00146
138,64,29750.0,no,high_school,temporary,0,no,14,no,0.0,0,26700,0.0,rent,bad,3564067,23,13001.0,0.49315,23993.0,80100.0,0.0,0.0,0.78,0,0,0,1,0.61,87,22,0.928,0.0
139,47,29750.0,yes,master,permanent,23,no,29271,yes,35956677.0,9031455,121300,2449421.0,mortgage,excellent,8610410,24,30108.0,0.93151,119638.0,42902612.0,0.79,0.77,0.23,0,0,1,0,0.87,71,6,0.2218,0.35816
140,24,29750.0,no,high_school,permanent,4,no,34096,yes,0.0,1632222,14900,1115695.0,mortgage,fair,1301331,24,4550.0,0.63014,13798.0,561227.0,0.93,0.94,0.4,1,0,0,0,0.18,48,-17,0.796,0.46455
141,44,29750.0,no,high_school,freelancer,18,no,1,no,0.0,0,35200,0.0,rent,bad,2371025,29,6871.0,0.56164,32114.0,105600.0,0.0,0.0,0.15,0,0,1,0,0.75,73,8,0.5175,0.00012
142,65,29750.0,yes,high_school,permanent,23,no,31901,no,0.0,0,22400,0.0,rent,fair,1432228,14,8560.0,0.79452,21479.0,67200.0,0.0,0.0,0.54,0,0,0,1,0.53,79,14,0.511,0.00045
143,18,29750.0,yes,high_school,permanent,0,no,26930,no,0.0,0,19900,0.0,rent,bad,447719,8,4675.0,0.73973,18864.0,59700.0,0.0,0.0,0.22,1,0,0,0,0.46,26,-39,0.6578,0.00031
144,26,29750.0,yes,high_school,permanent,7,no,16427,no,0.0,0,21400,0.0,rent,bad,445071,5,7429.0,0.89041,20931.0,64200.0,0.0,0.0,0.45,0,1,0,0,0.52,31,-34,0.7694,0.0003
145,21,29750.0,no,bachelor,permanent,0,yes,32195,no,0.0,0,16363,0.0,rent,bad,700356,13,4507.0,0.63014,15152.0,49088.0,0.0,0.0,0.33,1,0,0,0,0.31,34,-31,0.7728,0.0
146,19,29750.0,no,high_school,freelancer,0,no,1,no,0.0,0,27200,0.0,rent,bad,1322137,30,3705.0,0.43836,24145.0,81600.0,0.0,0.0,0.05,1,0,0,0,0.62,49,-16,0.5048,0.00031
147,45,29750.0,no,high_school,temporary,24,no,96,no,0.0,0,28600,0.0,rent,bad,1968077,26,6356.0,0.67123,26719.0,85800.0,0.0,0.0,0.2,0,0,1,0,0.68,71,6,0.5704,0.00011
148,52,29750.0,no,master,temporary,12,no,1,yes,224744347.0,41868000,232600,0.0,own,excellent,23225001,17,114418.0,0.63014,215394.0,267310147.0,0.0,0.0,0.77,0,0,1,0,0.95,69,4,0.1488,3e-05
149,57,29750.0,no,high_school,permanent,5,no,2095,no,0.0,0,31100,0.0,rent,bad,4224416,27,13142.0,0.67123,29055.0,93300.0,0.0,0.0,0.66,0,0,1,0,0.72,84,19,0.8211,0.0
150,32,29750.0,no,high_school,temporary,13,no,44,no,0.0,0,23400,0.0,rent,bad,1526879,24,5339.0,0.71233,22054.0,70200.0,0.0,0.0,0.21,0,1,0,0,0.55,56,-9,0.621,0.00031
151,63,29750.0,no,high_school,permanent,40,no,29391,no,0.0,0,14900,0.0,rent,bad,1137528,15,6348.0,0.56164,13594.0,44700.0,0.0,0.0,0.68,0,0,0,1,0.13,78,13,1.0361,1e-05
152,64,29750.0,yes,high_school,permanent,50,no,25129,no,0.0,0,16100,0.0,rent,bad,1197004,27,3724.0,0.69863,15130.0,48300.0,0.0,0.0,0.21,0,0,0,1,0.31,91,26,0.7038,1e-05
153,45,29750.0,no,high_school,freelancer,11,no,1,no,0.0,0,26900,0.0,rent,bad,2197143,26,7096.0,0.56164,24542.0,80700.0,0.0,0.0,0.31,0,0,1,0,0.63,71,6,0.6509,0.00011
154,37,29750.0,yes,bachelor,permanent,17,no,23651,yes,0.0,7924361,128100,612242.0,mortgage,excellent,4411342,10,36870.0,0.94521,126696.0,7696419.0,0.75,0.78,0.31,0,1,0,0,0.87,47,-18,0.2297,0.95109
155,41,29750.0,no,bachelor,permanent,11,no,12892,yes,0.0,2039056,14900,1891790.0,mortgage,excellent,751523,10,6281.0,0.75342,14165.0,191966.0,0.99,1.0,0.64,0,0,1,0,0.23,51,-14,0.3538,0.00387
156,27,29750.0,no,high_school,permanent,7,no,27939,no,0.0,0,15300,0.0,rent,bad,438420,8,4578.0,0.75342,14545.0,45900.0,0.0,0.0,0.36,0,1,0,0,0.28,35,-30,0.8004,0.0003
157,31,29750.0,no,basic,freelancer,4,no,1,no,0.0,0,14900,0.0,rent,bad,1180028,10,9863.0,0.42466,13185.0,44700.0,0.0,0.0,0.94,0,1,0,0,0.09,41,-24,1.1995,0.0
158,27,29750.0,no,high_school,temporary,3,no,49,no,0.0,0,25900,0.0,rent,bad,577620,10,4828.0,0.65753,24126.0,77700.0,0.0,0.0,0.13,0,1,0,0,0.61,37,-28,0.5543,0.00031
159,59,29750.0,no,phd,permanent,3,no,27212,yes,103927620.0,32729982,238000,8117018.0,mortgage,excellent,23078009,27,71794.0,0.75342,226263.0,129254584.0,0.83,0.78,0.37,0,0,1,0,0.98,86,21,0.2352,0.04445
160,54,29750.0,yes,high_school,permanent,25,no,6405,no,0.0,0,22600,0.0,rent,fair,1826577,23,6663.0,0.86301,21981.0,67800.0,0.0,0.0,0.34,0,0,1,0,0.55,77,12,0.4348,0.09153
161,43,29750.0,no,bachelor,permanent,14,no,36369,yes,58095922.0,29946000,142600,0.0,own,excellent,10439462,12,72753.0,0.75342,135568.0,88469722.0,0.0,0.0,0.78,0,0,1,0,0.88,55,-10,0.1543,4e-05
162,37,29750.0,no,high_school,freelancer,7,no,1,no,0.0,0,43200,0.0,rent,bad,3058629,13,19682.0,0.58904,39649.0,129600.0,0.0,0.0,0.73,0,1,0,0,0.79,50,-15,0.8372,0.0
163,50,29750.0,no,master,freelancer,28,no,1,yes,211129276.0,57358000,238000,37497246.0,own,excellent,20103517,18,93565.0,0.63014,220395.0,231704030.0,1.0,0.8,0.6,0,0,1,0,0.96,68,3,0.2278,0.00293
164,22,29750.0,no,basic,freelancer,5,no,1,no,0.0,0,14900,0.0,rent,bad,945040,24,3305.0,0.35616,12981.0,44700.0,0.0,0.0,0.23,1,0,0,0,0.09,46,-19,0.7912,0.0003
165,28,29750.0,no,high_school,permanent,0,no,13422,no,0.0,0,18900,0.0,rent,bad,1735046,14,10370.0,0.69863,17761.0,56700.0,0.0,0.0,0.83,0,1,0,0,0.41,42,-23,1.0258,0.0
166,29,29750.0,no,bachelor,freelancer,2,no,1,no,0.0,0,14900,0.0,rent,bad,462500,4,9647.0,0.58904,13675.0,44700.0,0.0,0.0,0.92,0,1,0,0,0.14,33,-32,1.1707,0.0
167,36,29750.0,yes,basic,permanent,21,no,22356,no,0.0,0,18200,0.0,rent,bad,1627761,12,11344.0,0.79452,17452.0,54600.0,0.0,0.0,0.89,0,1,0,0,0.4,48,-17,1.0638,0.0
168,25,29750.0,no,bachelor,permanent,2,no,32864,yes,2966154.0,13794000,57000,7180730.0,own,excellent,4413239,35,10616.0,0.75342,54189.0,9750424.0,0.99,0.88,0.12,0,1,0,0,0.81,60,-5,0.1891,0.95808
169,18,29750.0,no,high_school,permanent,0,yes,8648,no,0.0,0,7438,0.0,rent,bad,300929,33,767.0,0.58904,6826.0,22312.0,0.0,0.0,0.01,1,0,0,0,0.06,51,-14,0.675,0.0
170,51,29750.0,no,master,temporary,29,no,39,yes,90036354.0,63070000,238000,5066202.0,own,excellent,1004713,1,83753.0,0.72603,224959.0,148754152.0,0.8,0.76,0.49,0,0,1,0,0.97,52,-13,0.201,0.94427
171,23,29750.0,no,high_school,temporary,0,no,31,no,0.0,0,14900,0.0,rent,bad,1560707,23,5693.0,0.53425,13512.0,44700.0,0.0,0.0,0.59,1,0,0,0,0.13,46,-19,0.9844,3e-05
172,62,29750.0,no,basic,temporary,45,no,81,no,0.0,0,16000,0.0,rent,bad,878796,13,5655.0,0.35616,13940.0,48000.0,0.0,0.0,0.56,0,0,0,1,0.2,75,10,0.943,1e-05
173,54,29750.0,yes,basic,permanent,43,no,30878,yes,0.0,1689269,19200,1080804.0,mortgage,fair,1553669,19,6852.0,0.64384,17832.0,666065.0,0.9,0.93,0.51,0,0,1,0,0.42,73,8,0.7777,0.00087
174,61,29750.0,yes,bachelor,permanent,38,no,2304,no,0.0,0,15400,0.0,rent,fair,1221934,22,4658.0,0.69863,14472.0,46200.0,0.0,0.0,0.38,0,0,0,1,0.27,83,18,0.5096,0.0456
175,21,29750.0,no,basic,permanent,2,no,37976,no,0.0,0,14900,0.0,rent,bad,1928311,27,5999.0,0.49315,13390.0,44700.0,0.0,0.0,0.65,1,0,0,0,0.11,48,-17,1.0258,3e-05
176,42,29750.0,yes,high_school,permanent,22,no,24398,yes,0.0,2319000,17300,0.0,own,excellent,430103,4,8971.0,0.87671,16873.0,2370900.0,0.0,0.0,0.77,0,0,1,0,0.38,46,-19,0.1851,4e-05
177,27,29750.0,no,master,permanent,3,no,26992,yes,2388740.0,0,73800,0.0,rent,excellent,1043546,3,29014.0,0.78082,70565.0,2610140.0,0.0,0.0,0.57,0,1,0,0,0.82,30,-35,0.1837,0.00405
178,42,29750.0,no,high_school,temporary,2,no,84,no,0.0,0,18600,0.0,rent,bad,2341830,20,9815.0,0.60274,17122.0,55800.0,0.0,0.0,0.82,0,0,1,0,0.39,62,-3,1.027,0.0
179,64,29750.0,no,basic,freelancer,7,no,1,no,0.0,0,17100,0.0,rent,bad,2181139,23,7956.0,0.31507,14758.0,51300.0,0.0,0.0,0.78,0,0,0,1,0.3,87,22,1.035,0.0
180,56,29750.0,yes,bachelor,permanent,18,no,28240,yes,0.0,1363089,14900,1207092.0,mortgage,excellent,1653632,16,8653.0,0.89041,14573.0,200697.0,0.94,0.99,0.84,0,0,1,0,0.28,72,7,0.3717,1e-05
181,64,29750.0,no,basic,temporary,3,no,1,no,0.0,0,18800,0.0,rent,bad,2265622,32,5956.0,0.30137,16173.0,56400.0,0.0,0.0,0.48,0,0,0,1,0.36,96,31,0.8418,0.0
182,45,29750.0,no,phd,permanent,5,no,19038,yes,169741970.0,22853185,238000,21860267.0,mortgage,excellent,19641540,21,78424.0,0.78082,227567.0,171448888.0,0.96,0.8,0.43,0,0,1,0,0.98,66,1,0.2544,0.70848
183,21,29750.0,no,basic,permanent,3,no,37089,no,0.0,0,14900,0.0,rent,bad,1037556,30,2908.0,0.49315,13390.0,44700.0,0.0,0.0,0.16,1,0,0,0,0.11,51,-14,0.744,0.00031
184,18,29750.0,no,basic,freelancer,2,no,1,no,0.0,0,17200,0.0,rent,bad,194315,2,8101.0,0.32877,14891.0,51600.0,0.0,0.0,0.79,1,0,0,0,0.3,20,-45,1.0407,0.0
185,59,29750.0,yes,high_school,permanent,23,no,12807,yes,0.0,3317000,31000,0.0,own,excellent,3528139,33,8996.0,0.87671,30236.0,3410000.0,0.0,0.0,0.33,0,0,1,0,0.73,92,27,0.116,0.02308
186,26,29750.0,no,bachelor,freelancer,4,no,1,yes,0.0,40698000,238000,4602256.0,own,excellent,5389445,4,112414.0,0.58904,218438.0,36809744.0,0.79,0.8,0.75,0,1,0,0,0.95,30,-35,0.231,4e-05
187,53,29750.0,no,high_school,permanent,23,no,976,no,0.0,0,22300,0.0,rent,bad,2011561,22,7669.0,0.69863,20956.0,66900.0,0.0,0.0,0.47,0,0,1,0,0.52,75,10,0.7808,0.00011
188,50,29750.0,no,high_school,permanent,27,no,15685,no,0.0,0,29200,0.0,rent,fair,1869577,15,10432.0,0.73973,27680.0,87600.0,0.0,0.0,0.5,0,0,1,0,0.7,65,0,0.46,0.4843
189,20,29750.0,no,high_school,freelancer,0,no,1,yes,0.0,4346461,27600,4336506.0,mortgage,fair,2436086,25,8180.0,0.43836,24500.0,92755.0,1.0,1.0,0.4,1,0,0,0,0.62,45,-20,0.7311,0.46461
190,45,29750.0,no,basic,permanent,13,no,7260,no,0.0,0,18200,0.0,rent,bad,452628,9,4202.0,0.57534,16654.0,54600.0,0.0,0.0,0.23,0,0,1,0,0.38,54,-11,0.6911,0.0003
191,22,29750.0,no,high_school,temporary,2,no,9,no,0.0,0,14900,0.0,rent,bad,1559726,19,6879.0,0.47945,13349.0,44700.0,0.0,0.0,0.75,1,0,0,0,0.11,41,-24,1.0833,0.0
192,58,29750.0,no,high_school,freelancer,37,no,1,yes,0.0,5744860,48200,4642713.0,mortgage,excellent,1070667,4,22332.0,0.47945,43182.0,1246747.0,0.97,0.97,0.76,0,0,1,0,0.79,62,-3,0.3223,4e-05
193,38,29750.0,no,high_school,temporary,13,no,30,no,0.0,0,29800,0.0,rent,bad,4077620,24,14258.0,0.71233,28085.0,89400.0,0.0,0.0,0.74,0,1,0,0,0.7,62,-3,0.874,0.0
194,62,29750.0,yes,high_school,permanent,31,no,3331,no,0.0,0,19400,0.0,rent,bad,2413234,22,9200.0,0.68493,18178.0,58200.0,0.0,0.0,0.74,0,0,0,1,0.43,84,19,0.9671,0.0
195,28,29750.0,no,basic,permanent,1,no,36873,no,0.0,0,14900,0.0,rent,bad,134581,3,3742.0,0.58904,13675.0,44700.0,0.0,0.0,0.28,0,1,0,0,0.14,31,-34,0.8027,0.0003
196,42,29750.0,no,high_school,temporary,16,no,52,no,0.0,0,26800,0.0,rent,bad,883022,8,9220.0,0.65753,24964.0,80400.0,0.0,0.0,0.48,0,0,1,0,0.64,50,-15,0.7452,0.0003
197,42,29750.0,yes,bachelor,permanent,23,no,19571,yes,13152123.0,4893450,60800,3626408.0,mortgage,excellent,3760854,31,10202.0,0.90411,59634.0,14601565.0,0.9,0.83,0.07,0,0,1,0,0.81,73,8,0.2174,0.36032
198,24,29750.0,no,master,permanent,4,no,11007,yes,9585134.0,48729000,186700,13886507.0,own,excellent,14480900,12,100918.0,0.68493,174935.0,44987727.0,0.93,0.84,0.82,1,0,0,0,0.92,36,-29,0.251,4e-05
199,51,29750.0,yes,high_school,permanent,21,no,13478,no,0.0,0,29200,0.0,rent,fair,4396488,30,12320.0,0.87671,28480.0,87600.0,0.0,0.0,0.62,0,0,1,0,0.71,81,16,0.501,0.00019
200,39,29750.0,no,basic,permanent,3,no,3785,yes,0.0,2320860,21700,1677632.0,mortgage,excellent,653332,16,3419.0,0.57534,19857.0,708328.0,0.94,0.95,0.08,0,1,0,0,0.49,55,-10,0.2533,0.95654
201,34,29750.0,yes,high_school,permanent,8,no,34072,yes,0.0,2729639,26900,1352087.0,mortgage,excellent,2857526,31,7752.0,0.89041,26310.0,1458252.0,0.87,0.9,0.33,0,1,0,0,0.67,65,0,0.2638,0.94638
202,59,29750.0,no,high_school,freelancer,29,no,1,no,0.0,0,26400,0.0,rent,bad,1629067,18,7582.0,0.57534,24158.0,79200.0,0.0,0.0,0.36,0,0,1,0,0.62,77,12,0.6831,6e-05
203,22,29750.0,yes,high_school,permanent,3,no,17732,no,0.0,0,14900,0.0,rent,bad,877108,7,10463.0,0.76712,14206.0,44700.0,0.0,0.0,0.93,1,0,0,0,0.25,29,-36,1.1385,0.0
204,63,29750.0,no,master,permanent,25,no,22576,yes,319015367.0,26945000,163300,0.0,own,excellent,20719692,26,66917.0,0.71233,153905.0,346450267.0,0.0,0.0,0.62,0,0,0,1,0.9,89,24,0.136,0.00019
205,50,29750.0,no,high_school,permanent,9,no,27971,no,0.0,0,31000,0.0,rent,fair,1827151,28,5483.0,0.69863,29132.0,93000.0,0.0,0.0,0.1,0,0,1,0,0.72,78,13,0.3119,0.09282
206,40,29750.0,yes,high_school,permanent,13,no,21599,no,0.0,0,25300,0.0,rent,fair,1279337,17,6303.0,0.86301,24607.0,75900.0,0.0,0.0,0.24,0,0,1,0,0.63,57,-8,0.3817,0.49106
207,37,29750.0,no,high_school,permanent,1,no,24736,no,0.0,0,21900,0.0,rent,bad,100000,1,8336.0,0.72603,20700.0,65700.0,0.0,0.0,0.55,0,1,0,0,0.51,38,-27,0.8303,3e-05
208,42,29750.0,no,basic,permanent,18,no,30795,no,0.0,0,21700,0.0,rent,bad,603927,8,6306.0,0.58904,19916.0,65100.0,0.0,0.0,0.37,0,0,1,0,0.49,50,-15,0.7337,0.0003
209,25,29750.0,no,high_school,permanent,4,no,34050,no,0.0,0,14900,0.0,rent,bad,780099,35,1877.0,0.72603,14084.0,44700.0,0.0,0.0,0.02,0,1,0,0,0.22,60,-5,0.6256,0.00031
210,41,29750.0,yes,basic,permanent,24,no,19717,no,0.0,0,15500,0.0,rent,bad,592770,8,6189.0,0.73973,14693.0,46500.0,0.0,0.0,0.59,0,0,1,0,0.29,49,-16,0.9292,3e-05
211,54,29750.0,no,high_school,permanent,21,no,39924,yes,0.0,1532638,28800,619532.0,mortgage,excellent,1200953,12,8369.0,0.73973,27301.0,999506.0,0.8,0.87,0.35,0,0,1,0,0.69,66,1,0.2578,0.70979
212,61,29750.0,no,high_school,temporary,27,no,46,no,0.0,0,19100,0.0,rent,bad,1797230,25,6035.0,0.58904,17530.0,57300.0,0.0,0.0,0.43,0,0,0,1,0.41,86,21,0.7958,1e-05
213,30,29750.0,no,basic,permanent,1,no,2495,no,0.0,0,18600,0.0,rent,bad,1159863,25,3895.0,0.56164,16969.0,55800.0,0.0,0.0,0.18,0,1,0,0,0.39,55,-10,0.6589,0.00031
214,32,29750.0,no,basic,permanent,9,no,30298,no,0.0,0,14900,0.0,rent,bad,332487,5,5550.0,0.61644,13757.0,44700.0,0.0,0.0,0.56,0,1,0,0,0.17,37,-28,0.9534,3e-05
215,24,29750.0,yes,bachelor,permanent,1,yes,34077,no,0.0,0,16363,0.0,rent,bad,1268704,12,8842.0,0.79452,15690.0,49088.0,0.0,0.0,0.81,1,0,0,0,0.34,36,-29,1.0384,0.0
216,57,29750.0,no,bachelor,temporary,31,no,19,no,0.0,0,14900,0.0,rent,bad,1665637,20,6981.0,0.60274,13716.0,44700.0,0.0,0.0,0.74,0,0,1,0,0.16,77,12,1.0603,0.0
217,27,29750.0,no,phd,freelancer,0,no,1,yes,10784934.0,38556000,238000,19298634.0,own,excellent,11136826,11,84644.0,0.61644,219743.0,30756300.0,0.95,0.87,0.52,0,1,0,0,0.96,38,-27,0.2191,0.0047
218,37,29750.0,no,high_school,permanent,2,no,30589,no,0.0,0,23900,0.0,rent,bad,1852274,35,4456.0,0.72603,22590.0,71700.0,0.0,0.0,0.12,0,1,0,0,0.57,72,7,0.5623,0.00012
219,29,29750.0,no,high_school,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,17,493.0,0.41096,0.0,0.0,0.0,0.0,0.99,0,1,0,0,0.0,46,-19,2.0,0.0
220,54,29750.0,no,master,temporary,8,no,14,yes,0.0,9063762,82800,1524805.0,mortgage,excellent,9026664,22,34413.0,0.68493,77582.0,7787357.0,0.79,0.81,0.64,0,0,1,0,0.83,76,11,0.2809,0.00073
221,47,29750.0,no,basic,permanent,16,no,15864,no,0.0,0,14900,0.0,rent,bad,1223213,19,5395.0,0.58904,13675.0,44700.0,0.0,0.0,0.54,0,0,1,0,0.14,66,1,0.9522,2e-05
222,25,29750.0,no,high_school,permanent,5,no,10590,no,0.0,0,14900,0.0,rent,bad,729256,21,2912.0,0.75342,14165.0,44700.0,0.0,0.0,0.14,0,1,0,0,0.23,46,-19,0.6911,0.00031
223,31,29750.0,no,high_school,permanent,6,no,13494,no,0.0,0,27100,0.0,rent,bad,3489632,21,13933.0,0.75342,25764.0,81300.0,0.0,0.0,0.78,0,1,0,0,0.66,52,-13,0.9108,0.0
224,43,29750.0,no,basic,permanent,17,no,10827,no,0.0,0,22500,0.0,rent,bad,1559150,13,10033.0,0.58904,20651.0,67500.0,0.0,0.0,0.71,0,0,1,0,0.51,56,-9,0.9223,0.0
225,34,29750.0,yes,basic,permanent,12,no,1172,no,0.0,0,20100,0.0,rent,bad,1583211,21,6321.0,0.75342,19109.0,60300.0,0.0,0.0,0.4,0,1,0,0,0.46,55,-10,0.7613,0.0003
226,52,29750.0,yes,high_school,permanent,35,no,8931,no,0.0,0,22700,0.0,rent,fair,483919,10,4045.0,0.76712,21643.0,68100.0,0.0,0.0,0.1,0,0,1,0,0.54,62,-3,0.3507,0.49456
227,42,29750.0,no,bachelor,temporary,0,no,67,yes,0.0,26642000,121100,15581043.0,own,excellent,10755822,17,52989.0,0.60274,111478.0,11424257.0,0.99,0.92,0.7,0,0,1,0,0.86,59,-6,0.2493,0.00387
228,28,29750.0,no,bachelor,permanent,1,no,8519,yes,0.0,22184881,162100,6676807.0,mortgage,excellent,11934542,28,35812.0,0.73973,153662.0,15994374.0,0.85,0.85,0.19,0,1,0,0,0.9,56,-9,0.2231,0.95486
229,50,29750.0,no,high_school,permanent,30,no,33647,no,0.0,0,32600,0.0,rent,fair,582540,3,16196.0,0.64384,30278.0,97800.0,0.0,0.0,0.78,0,0,1,0,0.73,53,-12,0.5542,2e-05
230,35,29750.0,no,high_school,unemployed,0,no,0,no,0.0,0,1975,0.0,rent,bad,100000,1,8336.0,0.41096,1742.0,5925.0,0.0,0.0,0.97,0,1,0,0,0.04,36,-29,1.2339,0.0
231,27,29750.0,no,master,permanent,7,no,21160,yes,7351525.0,62354481,197500,23733294.0,mortgage,excellent,14538198,19,64121.0,0.80822,189925.0,46565212.0,0.98,0.86,0.41,0,1,0,0,0.93,46,-19,0.2604,0.94389
232,37,29750.0,no,high_school,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,15,558.0,0.41096,0.0,0.0,0.0,0.0,0.99,0,1,0,0,0.0,52,-13,2.0,0.0
233,62,29750.0,no,high_school,permanent,14,no,30443,no,0.0,0,14900,0.0,rent,bad,355162,4,7408.0,0.64384,13839.0,44700.0,0.0,0.0,0.78,0,0,0,1,0.19,66,1,1.0729,0.0
234,24,29750.0,no,master,temporary,4,no,60,yes,0.0,16053199,217100,8233402.0,mortgage,excellent,31449604,30,88131.0,0.61644,200446.0,8471097.0,0.85,0.9,0.63,1,0,0,0,0.94,54,-11,0.2804,0.00389
235,46,29750.0,no,high_school,permanent,23,no,39822,yes,0.0,1930412,30300,344961.0,mortgage,excellent,1018873,14,6090.0,0.73973,28723.0,1676351.0,0.77,0.82,0.15,0,0,1,0,0.71,60,-5,0.225,0.95734
236,43,29750.0,no,bachelor,freelancer,19,no,1,no,0.0,0,14900,0.0,rent,bad,1129740,28,3390.0,0.58904,13675.0,44700.0,0.0,0.0,0.22,0,0,1,0,0.14,71,6,0.7682,0.00011
237,46,29750.0,no,high_school,permanent,1,no,5016,no,0.0,0,33100,0.0,rent,bad,2124856,12,14808.0,0.65753,30833.0,99300.0,0.0,0.0,0.7,0,0,1,0,0.74,58,-7,0.8372,3e-05
238,53,29750.0,no,master,freelancer,21,no,1,yes,0.0,1761224,14900,1511813.0,mortgage,excellent,1196201,26,3863.0,0.63014,13798.0,294111.0,0.97,0.98,0.29,0,0,1,0,0.18,79,14,0.3092,0.1772
239,24,29750.0,no,bachelor,permanent,2,yes,22482,no,0.0,0,16363,0.0,rent,bad,1785053,21,7127.0,0.65753,15242.0,49088.0,0.0,0.0,0.69,1,0,0,0,0.32,45,-20,0.9764,0.0
240,44,29750.0,no,high_school,permanent,6,no,29434,no,0.0,0,16000,0.0,rent,bad,640286,32,1683.0,0.69863,15036.0,48000.0,0.0,0.0,0.01,0,0,1,0,0.31,76,11,0.5888,6e-05
